month,credit_amount,credit_term,age,sex,education,product_type,having_children_flg,region,income,family_status,phone_operator,is_client,bad_client_target
7,32000.0,18.0,57.0,female,Higher Education,Household appliances,1,0,35000.0,Married,3,1,0
6,49500.0,15.0,54.0,male,Higher Education,Tourism,1,2,46000.0,Another,1,0,0
2,35000.0,8.0,36.0,male,Secondary Special Education,Household appliances,0,2,61000.0,Another,2,1,0
9,33000.0,12.0,33.0,male,Higher Education,Clothing,1,2,31000.0,Another,0,0,0
12,14000.0,10.0,33.0,female,Secondary Special Education,Computers,1,2,26000.0,Married,1,1,0
10,19500.0,12.0,27.0,female,Secondary Special Education,Jewelry,1,2,46000.0,Unmarried,0,0,0
12,32500.0,12.0,26.0,female,Secondary Special Education,Cell phones,0,2,31000.0,Another,0,1,0
1,20500.0,12.0,37.0,female,Secondary Special Education,Household appliances,1,0,21000.0,Another,0,1,0
3,39000.0,24.0,30.0,male,Higher Education,Household appliances,1,2,31000.0,Another,3,1,0
5,15500.0,18.0,73.0,male,Secondary Education,Household appliances,0,2,13000.0,Another,1,1,0
4,65500.0,18.0,20.0,male,Higher Education,Medical services,0,0,19000.0,Another,2,1,0
2,28000.0,12.0,24.0,female,Secondary Education,Cell phones,0,2,51000.0,Unmarried,0,0,0
1,19500.0,24.0,23.0,male,Higher Education,Household appliances,0,2,28000.0,Another,2,1,0
10,38000.0,24.0,77.0,male,Higher Education,Medical services,1,1,31000.0,Married,0,0,0
1,11500.0,4.0,37.0,female,Secondary Education,Household appliances,1,2,20000.0,Another,2,1,0
4,65500.0,12.0,33.0,female,Higher Education,Training,0,0,63500.0,Another,0,0,0
9,27500.0,3.0,30.0,female,Higher Education,Construction Materials,1,2,63500.0,Another,2,0,0
4,18000.0,12.0,55.0,male,Secondary Special Education,Computers,0,2,21000.0,Another,3,1,0
4,65500.0,12.0,48.0,male,Secondary Special Education,Repair Services,0,2,37000.0,Another,0,0,0
5,51000.0,10.0,22.0,male,Secondary Special Education,Computers,0,2,21000.0,Married,2,1,1
10,13000.0,6.0,21.0,female,Secondary Special Education,Cell phones,0,2,26000.0,Married,0,1,1
8,13000.0,6.0,51.0,male,Higher Education,Household appliances,0,0,51000.0,Married,3,1,0
1,25000.0,6.0,42.0,female,Secondary Special Education,Audio & Video,0,0,31000.0,Another,1,0,0
3,6000.0,6.0,54.0,female,Secondary Special Education,Cell phones,1,2,16000.0,Another,0,1,1
4,10000.0,3.0,37.0,female,Secondary Special Education,Computers,1,2,41000.0,Another,1,0,0
7,25000.0,12.0,23.0,male,Higher Education,Household appliances,0,2,16000.0,Another,2,0,0
12,7500.0,3.0,42.0,male,Higher Education,Cell phones,1,2,19000.0,Another,1,1,0
3,24500.0,12.0,29.0,female,Higher Education,Household appliances,0,2,31000.0,Another,1,0,0
5,32000.0,10.0,39.0,female,Secondary Special Education,Computers,1,0,61000.0,Another,0,0,0
12,19500.0,6.0,41.0,male,Secondary Special Education,Cell phones,1,2,46000.0,Another,0,0,0
4,15500.0,6.0,26.0,male,Incomplete Higher Education,Jewelry,1,0,61000.0,Married,1,1,0
2,31000.0,10.0,64.0,male,Secondary Special Education,Cell phones,0,2,10000.0,Another,1,1,0
10,28500.0,6.0,28.0,female,Secondary Special Education,Jewelry,0,0,41000.0,Another,2,1,0
1,6000.0,3.0,31.0,male,Secondary Special Education,Computers,0,2,26000.0,Another,1,0,0
8,25000.0,18.0,30.0,female,Higher Education,Cell phones,0,2,46000.0,Another,2,0,1
2,32500.0,24.0,63.0,male,Secondary Special Education,Household appliances,0,2,13000.0,Another,2,1,0
11,30000.0,10.0,42.0,female,Higher Education,Household appliances,0,2,51000.0,Another,0,1,0
4,9500.0,12.0,43.0,male,Higher Education,Cell phones,1,2,13000.0,Another,2,0,0
8,38500.0,24.0,32.0,female,Secondary Special Education,Cosmetics and beauty services,0,2,31000.0,Married,0,1,0
12,31500.0,12.0,29.0,female,Secondary Special Education,Cell phones,0,2,51000.0,Married,1,1,0
10,14000.0,10.0,39.0,female,Higher Education,Cell phones,1,2,26000.0,Another,2,0,0
5,24500.0,6.0,46.0,female,Secondary Special Education,Auto,1,2,26000.0,Married,4,1,0
1,17000.0,12.0,39.0,male,Secondary Special Education,Cell phones,0,2,21000.0,Married,2,1,0
9,28500.0,18.0,26.0,female,Secondary Special Education,Cell phones,0,2,29000.0,Another,0,0,0
9,30500.0,12.0,21.0,female,Incomplete Higher Education,Household appliances,0,2,41000.0,Another,1,0,0
7,28500.0,12.0,30.0,female,Higher Education,Windows & Doors,0,2,21000.0,Married,0,1,0
8,65500.0,24.0,26.0,female,Secondary Special Education,Windows & Doors,0,2,41000.0,Another,4,1,0
2,25000.0,6.0,45.0,male,Secondary Special Education,Household appliances,1,0,36000.0,Another,1,0,0
8,16500.0,12.0,74.0,male,Secondary Special Education,Household appliances,0,2,19000.0,Another,2,0,0
5,11500.0,10.0,34.0,male,Higher Education,Household appliances,0,2,16000.0,Unmarried,1,0,0
10,13500.0,6.0,30.0,female,Secondary Special Education,Computers,0,2,21000.0,Another,1,1,0
6,12500.0,6.0,42.0,male,Higher Education,Household appliances,1,2,17000.0,Another,1,1,0
12,23000.0,12.0,25.0,female,Secondary Special Education,Household appliances,1,2,31000.0,Another,1,1,0
10,65500.0,24.0,39.0,male,Secondary Special Education,Cosmetics and beauty services,1,2,51000.0,Married,0,1,0
10,27500.0,12.0,24.0,female,Secondary Special Education,Cell phones,0,2,33000.0,Married,1,0,0
1,9000.0,6.0,49.0,female,Secondary Education,Cell phones,0,2,31000.0,Another,0,1,0
10,6500.0,3.0,24.0,female,Secondary Special Education,Household appliances,1,2,26000.0,Another,2,0,0
12,28500.0,16.0,34.0,female,Secondary Special Education,Cell phones,0,2,31000.0,Another,0,0,1
4,15000.0,12.0,25.0,female,Secondary Special Education,Household appliances,1,2,28000.0,Married,0,1,1
1,53500.0,18.0,47.0,male,Higher Education,Medical services,0,0,21000.0,Another,1,1,0
6,9000.0,6.0,44.0,male,Secondary Special Education,Furniture,1,2,15000.0,Another,2,1,0
11,26500.0,12.0,21.0,female,Secondary Special Education,Cell phones,0,2,26000.0,Another,0,1,0
8,42500.0,24.0,52.0,male,Higher Education,Cosmetics and beauty services,0,1,40000.0,Another,1,1,0
4,22000.0,12.0,28.0,female,Incomplete Higher Education,Household appliances,1,2,26000.0,Another,2,0,0
5,37500.0,12.0,25.0,female,Secondary Special Education,Cell phones,0,0,56000.0,Another,1,1,0
11,24000.0,10.0,21.0,female,Secondary Special Education,Fitness,0,2,31000.0,Another,1,1,0
11,12500.0,10.0,29.0,female,Secondary Education,Cell phones,0,1,35000.0,Another,1,0,1
12,16000.0,6.0,28.0,male,Higher Education,Furniture,0,2,26000.0,Married,2,1,0
7,9000.0,12.0,43.0,male,Higher Education,Cell phones,1,2,41000.0,Another,1,0,0
8,27500.0,24.0,35.0,male,Secondary Special Education,Household appliances,1,2,31000.0,Unmarried,1,0,0
11,27000.0,6.0,61.0,female,Secondary Special Education,Clothing,0,2,21000.0,Another,0,0,0
9,6500.0,6.0,28.0,male,Higher Education,Household appliances,1,2,29000.0,Married,3,0,0
5,26000.0,6.0,21.0,female,Secondary Special Education,Cell phones,0,2,26000.0,Another,1,1,0
5,41500.0,12.0,19.0,male,Secondary Education,Jewelry,0,2,31000.0,Another,0,0,1
11,31500.0,18.0,23.0,male,Secondary Education,Audio & Video,0,0,19000.0,Another,2,0,0
2,60000.0,6.0,27.0,female,Higher Education,Medical services,0,2,36000.0,Married,1,0,0
10,8500.0,10.0,31.0,female,Secondary Special Education,Cell phones,1,2,26000.0,Married,0,0,0
12,17500.0,6.0,37.0,male,Secondary Special Education,Cell phones,0,2,36000.0,Another,0,1,0
9,36000.0,12.0,62.0,female,Secondary Education,Cell phones,0,0,14000.0,Another,2,1,0
4,18000.0,12.0,22.0,female,Secondary Special Education,Cell phones,0,2,10000.0,Married,4,1,0
2,11000.0,6.0,60.0,female,Secondary Special Education,Windows & Doors,1,2,21000.0,Another,0,0,0
10,30000.0,6.0,34.0,female,Secondary Special Education,Cell phones,1,2,63500.0,Married,0,1,0
10,21500.0,12.0,27.0,female,Higher Education,Cell phones,1,2,39000.0,Another,1,0,0
5,65500.0,4.0,32.0,male,Higher Education,Tourism,1,2,51000.0,Another,3,1,0
12,14500.0,10.0,25.0,female,Secondary Special Education,Cell phones,0,2,36000.0,Married,1,1,1
2,9000.0,5.0,76.0,male,Secondary Special Education,Household appliances,0,2,19000.0,Another,0,1,0
11,65500.0,24.0,32.0,female,Secondary Special Education,Clothing,1,2,36000.0,Another,0,0,1
6,29000.0,12.0,31.0,male,Secondary Education,Tourism,1,2,31000.0,Another,0,0,0
7,8500.0,12.0,24.0,female,Secondary Special Education,Cell phones,0,2,26000.0,Another,1,1,0
8,13000.0,12.0,23.0,male,Secondary Special Education,Household appliances,1,2,16000.0,Married,1,1,1
11,12000.0,12.0,35.0,male,Higher Education,Furniture,1,2,41000.0,Married,2,0,0
1,5000.0,10.0,39.0,female,Secondary Special Education,Household appliances,1,2,31000.0,Married,1,0,0
11,9000.0,8.0,22.0,male,Secondary Special Education,Household appliances,0,2,24000.0,Married,0,0,0
2,37500.0,12.0,22.0,female,Secondary Special Education,Household appliances,0,0,26000.0,Another,0,0,0
4,11000.0,12.0,41.0,female,Higher Education,Household appliances,1,2,21000.0,Another,1,0,0
9,13500.0,10.0,26.0,female,Higher Education,Cell phones,0,2,31000.0,Another,0,0,0
5,7000.0,12.0,45.0,female,Higher Education,Computers,0,2,31000.0,Another,1,0,0
6,16000.0,10.0,65.0,male,Secondary Special Education,Cell phones,0,2,31000.0,Married,0,0,0
2,24500.0,12.0,23.0,male,Higher Education,Cell phones,0,1,27000.0,Another,1,1,0
10,18000.0,15.0,31.0,male,Secondary Special Education,Household appliances,0,2,17000.0,Another,2,1,1
5,14500.0,6.0,45.0,female,Secondary Education,Household appliances,0,2,26000.0,Another,2,1,0
3,44000.0,12.0,36.0,male,Secondary Special Education,Cosmetics and beauty services,0,2,26000.0,Married,0,1,1
9,19000.0,12.0,19.0,male,Secondary Special Education,Household appliances,0,2,19000.0,Another,3,1,1
6,34500.0,12.0,32.0,female,Secondary Special Education,Cell phones,0,2,31000.0,Married,0,1,0
2,14000.0,12.0,42.0,female,Secondary Special Education,Cell phones,1,2,21000.0,Another,3,0,0
3,10000.0,6.0,22.0,male,Secondary Special Education,Computers,0,1,31000.0,Another,1,0,0
6,33000.0,12.0,20.0,male,Secondary Special Education,Windows & Doors,0,2,36000.0,Another,1,1,0
7,9000.0,3.0,33.0,male,Secondary Education,Household appliances,1,2,38000.0,Another,2,0,0
2,27500.0,12.0,26.0,female,Secondary Education,Household appliances,0,2,29000.0,Another,0,1,0
12,53000.0,24.0,58.0,male,Higher Education,Cosmetics and beauty services,0,2,16000.0,Another,2,1,0
3,65500.0,24.0,43.0,female,Secondary Special Education,Household appliances,0,2,36000.0,Another,1,1,0
7,65500.0,24.0,47.0,male,Higher Education,Cosmetics and beauty services,0,1,28000.0,Another,1,1,1
1,20000.0,12.0,29.0,female,Secondary Education,Cell phones,1,2,21000.0,Another,0,1,1
12,44000.0,6.0,53.0,male,Higher Education,Furniture,1,2,26000.0,Another,1,0,0
9,15000.0,12.0,31.0,male,Secondary Special Education,Household appliances,1,2,31000.0,Another,1,1,0
10,9500.0,12.0,24.0,female,Secondary Education,Cell phones,0,2,36000.0,Another,1,1,0
9,65500.0,10.0,50.0,male,Secondary Education,Furniture,0,0,63500.0,Married,0,0,0
4,15500.0,12.0,61.0,male,Secondary Education,Windows & Doors,0,2,11000.0,Another,2,1,0
2,21000.0,12.0,31.0,male,Higher Education,Cell phones,0,2,16000.0,Another,0,1,0
10,47000.0,11.0,34.0,male,Secondary Education,Fitness,1,0,36000.0,Another,0,1,0
11,28500.0,10.0,25.0,female,Secondary Special Education,Household appliances,1,2,26000.0,Another,1,1,0
1,25000.0,6.0,31.0,female,Secondary Special Education,Computers,1,2,41000.0,Married,0,0,0
9,30000.0,10.0,44.0,male,Secondary Special Education,Household appliances,1,2,20000.0,Married,0,0,0
10,17000.0,12.0,65.0,male,Higher Education,Furniture,0,2,11000.0,Another,1,0,0
6,65500.0,12.0,34.0,male,Higher Education,Clothing,1,2,63500.0,Another,1,0,0
1,65500.0,36.0,48.0,female,Higher Education,Windows & Doors,1,2,56000.0,Another,2,0,0
4,8000.0,4.0,29.0,female,Higher Education,Music,0,2,26000.0,Married,4,1,0
7,23500.0,10.0,60.0,male,Higher Education,Clothing,1,0,41000.0,Another,0,0,0
10,18000.0,18.0,34.0,female,Secondary Special Education,Household appliances,1,2,21000.0,Another,1,0,0
1,31000.0,12.0,34.0,female,Higher Education,Computers,0,0,63500.0,Another,2,1,0
1,34500.0,12.0,43.0,female,Secondary Special Education,Cell phones,1,2,63500.0,Unmarried,1,1,0
3,9500.0,12.0,53.0,male,Secondary Special Education,Furniture,1,2,16000.0,Another,2,1,0
2,20000.0,15.0,27.0,male,Higher Education,Cell phones,0,2,31000.0,Another,1,1,0
6,19000.0,5.0,28.0,female,Higher Education,Household appliances,0,2,33000.0,Another,0,1,0
1,22000.0,10.0,64.0,male,Secondary Special Education,Household appliances,0,2,31000.0,Married,2,1,0
11,40500.0,16.0,39.0,male,Secondary Special Education,Cell phones,1,1,33000.0,Another,2,0,1
7,65500.0,12.0,64.0,male,Secondary Special Education,Windows & Doors,1,2,21000.0,Married,1,1,0
12,23500.0,6.0,40.0,female,Secondary Special Education,Household appliances,0,2,31000.0,Another,1,1,0
5,9000.0,8.0,29.0,female,Secondary Special Education,Cell phones,0,1,21000.0,Another,1,1,0
1,18000.0,6.0,27.0,male,Higher Education,Cell phones,0,2,46000.0,Another,0,0,0
3,15000.0,12.0,20.0,female,Secondary Education,Cell phones,0,2,21000.0,Another,0,1,1
9,37000.0,12.0,50.0,female,Secondary Special Education,Furniture,0,2,21000.0,Another,3,1,0
11,14000.0,12.0,33.0,female,Secondary Special Education,Computers,1,2,21000.0,Married,3,1,0
9,65500.0,18.0,45.0,male,Incomplete Higher Education,Household appliances,0,2,56000.0,Married,0,1,1
5,7000.0,6.0,21.0,female,Secondary Special Education,Computers,0,2,34000.0,Another,3,1,0
11,31000.0,24.0,24.0,female,Higher Education,Household appliances,0,2,21000.0,Another,4,1,0
5,41500.0,24.0,41.0,male,Higher Education,Household appliances,1,2,26000.0,Another,3,0,0
8,21500.0,18.0,29.0,male,Higher Education,Household appliances,1,2,27000.0,Married,0,0,0
11,14000.0,12.0,20.0,male,Incomplete Higher Education,Computers,0,2,21000.0,Married,0,1,0
5,6500.0,6.0,32.0,male,Higher Education,Cell phones,1,2,31000.0,Another,2,1,0
10,16500.0,12.0,31.0,female,Secondary Education,Cell phones,0,2,31000.0,Another,1,1,1
6,49000.0,12.0,59.0,female,Higher Education,Furniture,1,2,31000.0,Another,1,1,1
2,37500.0,12.0,57.0,male,Higher Education,Furniture,1,2,13000.0,Another,0,1,0
3,8500.0,12.0,26.0,female,Secondary Special Education,Cell phones,0,2,26000.0,Another,0,1,1
10,13500.0,12.0,28.0,male,Higher Education,Furniture,0,2,32000.0,Married,2,1,0
2,7000.0,12.0,53.0,male,Secondary Education,Computers,0,2,18000.0,Another,0,0,0
10,35000.0,7.0,58.0,male,Higher Education,Clothing,1,2,31000.0,Married,3,1,0
10,65500.0,15.0,25.0,male,Higher Education,Tourism,0,2,31000.0,Another,0,0,0
9,27500.0,12.0,25.0,male,Higher Education,Cell phones,0,0,61000.0,Another,0,1,0
1,10500.0,6.0,39.0,male,Higher Education,Household appliances,1,2,21000.0,Married,1,1,0
11,15000.0,8.0,23.0,male,Secondary Special Education,Cell phones,0,2,31000.0,Another,2,1,0
1,37000.0,18.0,29.0,male,Higher Education,Cosmetics and beauty services,0,0,63500.0,Married,1,0,0
2,20000.0,6.0,40.0,female,Secondary Special Education,Cell phones,1,2,36000.0,Another,3,1,0
9,29500.0,24.0,39.0,female,Secondary Special Education,Household appliances,1,2,63500.0,Another,0,1,0
3,30000.0,10.0,39.0,male,Higher Education,Household appliances,0,0,56000.0,Another,0,1,0
2,37500.0,12.0,43.0,male,Secondary Education,Household appliances,0,2,16000.0,Another,0,0,0
8,15000.0,3.0,21.0,female,Incomplete Higher Education,Household appliances,0,2,21000.0,Another,3,1,0
1,30500.0,24.0,27.0,female,Secondary Special Education,Household appliances,0,2,26000.0,Another,2,0,0
2,45000.0,18.0,48.0,male,Secondary Education,Furniture,1,1,29000.0,Another,1,0,0
7,23000.0,6.0,39.0,male,Secondary Education,Jewelry,1,2,26000.0,Another,2,1,0
9,9500.0,6.0,31.0,female,Secondary Special Education,Cell phones,1,2,18000.0,Another,0,1,0
10,10000.0,4.0,30.0,male,Secondary Special Education,Cell phones,0,2,26000.0,Married,1,1,0
12,62000.0,24.0,31.0,female,Secondary Special Education,Household appliances,1,2,31000.0,Married,0,1,0
12,44000.0,4.0,34.0,male,Incomplete Secondary Education,Tourism,1,2,61000.0,Another,2,0,0
11,39000.0,24.0,22.0,female,Incomplete Higher Education,Computers,0,2,41000.0,Another,1,0,0
5,38000.0,12.0,42.0,female,Secondary Education,Cell phones,0,2,18000.0,Another,1,1,0
4,37000.0,4.0,29.0,male,Higher Education,Furniture,0,2,41000.0,Another,0,0,0
3,13000.0,8.0,21.0,female,Secondary Special Education,Cell phones,0,1,31000.0,Another,0,0,0
7,34500.0,10.0,36.0,male,Higher Education,Tourism,1,2,41000.0,Another,0,1,0
1,65500.0,12.0,48.0,female,Secondary Special Education,Cell phones,0,1,63500.0,Another,0,0,0
2,5500.0,6.0,55.0,female,Secondary Special Education,Cell phones,1,2,31000.0,Unmarried,1,0,0
3,20000.0,4.0,28.0,female,Secondary Special Education,Cell phones,1,2,51000.0,Unmarried,4,1,0
2,10000.0,12.0,25.0,male,Secondary Special Education,Clothing,0,2,36000.0,Another,1,1,0
2,14500.0,10.0,22.0,male,Secondary Special Education,Computers,0,2,26000.0,Another,1,0,0
6,14500.0,12.0,35.0,male,Higher Education,Cell phones,0,2,21000.0,Married,1,1,1
3,5500.0,4.0,33.0,female,Higher Education,Cell phones,1,2,26000.0,Another,1,0,0
5,23000.0,12.0,19.0,male,Secondary Education,Cell phones,0,2,13000.0,Married,0,1,0
1,13500.0,12.0,27.0,female,Incomplete Higher Education,Cell phones,0,2,21000.0,Another,1,1,0
7,20000.0,24.0,22.0,female,Secondary Special Education,Household appliances,0,2,16000.0,Another,0,0,0
5,20500.0,12.0,28.0,female,Secondary Education,Cell phones,0,2,19000.0,Married,3,1,0
10,16000.0,10.0,27.0,male,Secondary Special Education,Furniture,0,2,30000.0,Another,1,1,0
9,8500.0,3.0,36.0,female,Higher Education,Fitness,1,2,63500.0,Another,1,1,0
8,10000.0,3.0,46.0,male,Higher Education,Furniture,1,2,17000.0,Married,0,0,0
3,40000.0,12.0,47.0,female,Incomplete Higher Education,Household appliances,0,0,61000.0,Another,0,1,1
1,30000.0,12.0,32.0,female,Secondary Special Education,Household appliances,1,2,18000.0,Another,0,1,0
3,15500.0,12.0,31.0,male,Incomplete Higher Education,Cell phones,1,2,21000.0,Another,0,1,0
7,19000.0,6.0,30.0,female,Secondary Special Education,Furniture,0,0,41000.0,Another,0,1,0
8,6500.0,3.0,28.0,male,Incomplete Higher Education,Furniture,0,1,26000.0,Married,1,0,0
8,45000.0,11.0,27.0,male,Higher Education,Household appliances,1,2,21000.0,Another,1,1,0
11,6000.0,12.0,20.0,female,Secondary Education,Cell phones,0,2,19000.0,Another,0,1,0
9,16500.0,6.0,44.0,female,Secondary Special Education,Windows & Doors,1,2,48000.0,Another,2,0,0
2,21000.0,12.0,24.0,female,Secondary Special Education,Cell phones,0,2,24000.0,Another,0,1,1
7,30000.0,12.0,22.0,female,Higher Education,Computers,0,2,46000.0,Married,3,1,0
1,17500.0,12.0,23.0,male,Incomplete Higher Education,Cell phones,0,2,16000.0,Another,0,1,0
12,30500.0,10.0,25.0,female,Incomplete Higher Education,Cell phones,0,2,41000.0,Another,2,1,1
2,43500.0,12.0,56.0,male,Higher Education,Cosmetics and beauty services,0,0,16000.0,Another,1,1,0
5,15000.0,12.0,21.0,female,Secondary Special Education,Computers,0,2,16000.0,Another,3,1,0
2,35500.0,12.0,23.0,female,Higher Education,Fitness,0,0,41000.0,Another,1,1,0
12,21000.0,10.0,25.0,male,Higher Education,Cell phones,0,2,26000.0,Another,1,0,0
2,20500.0,5.0,29.0,male,Secondary Special Education,Household appliances,0,2,26000.0,Another,1,0,0
11,12000.0,4.0,51.0,male,Secondary Special Education,Household appliances,0,0,31000.0,Another,0,0,0
2,12500.0,15.0,52.0,female,Higher Education,Cell phones,1,2,18000.0,Another,0,1,0
3,20000.0,6.0,31.0,male,Secondary Special Education,Household appliances,0,2,26000.0,Another,0,0,0
9,7500.0,6.0,23.0,male,Incomplete Higher Education,Computers,0,2,18000.0,Another,2,1,0
4,51000.0,18.0,30.0,female,Secondary Education,Household appliances,0,2,39000.0,Another,3,0,0
4,23000.0,12.0,21.0,male,Secondary Education,Computers,0,2,19000.0,Another,1,1,1
1,28500.0,12.0,22.0,female,Higher Education,Household appliances,0,0,36000.0,Another,2,1,0
2,12500.0,6.0,32.0,male,Higher Education,Jewelry,1,2,23000.0,Another,2,0,0
11,12500.0,4.0,22.0,female,Higher Education,Cell phones,0,2,24000.0,Married,2,1,1
10,15000.0,4.0,25.0,male,Secondary Special Education,Auto,0,2,26000.0,Another,2,0,0
5,12500.0,10.0,27.0,female,Secondary Special Education,Household appliances,1,2,31000.0,Another,2,1,0
2,19500.0,15.0,42.0,female,Higher Education,Cell phones,1,2,21000.0,Another,2,1,0
11,47000.0,24.0,27.0,female,Secondary Special Education,Boats,0,2,21000.0,Married,0,0,0
12,10500.0,12.0,26.0,male,Higher Education,Jewelry,1,2,21000.0,Another,1,0,0
3,21000.0,6.0,29.0,female,Higher Education,Furniture,0,1,31000.0,Another,1,0,0
3,51500.0,18.0,31.0,female,Higher Education,Computers,0,0,63500.0,Married,1,0,0
5,24000.0,6.0,23.0,female,Secondary Special Education,Computers,0,2,18000.0,Another,0,1,0
1,31000.0,12.0,25.0,male,Higher Education,Cell phones,0,0,36000.0,Married,3,1,0
7,65500.0,18.0,47.0,male,Higher Education,Training,0,0,63500.0,Married,0,0,0
7,14500.0,10.0,39.0,male,Higher Education,Household appliances,0,2,26000.0,Another,1,1,0
1,20500.0,12.0,26.0,female,Secondary Special Education,Household appliances,0,2,26000.0,Another,2,1,0
12,56000.0,24.0,59.0,male,Higher Education,Household appliances,0,2,26000.0,Another,2,1,0
9,51000.0,6.0,26.0,female,Secondary Special Education,Windows & Doors,1,2,46000.0,Another,2,1,0
4,25000.0,12.0,64.0,female,Secondary Special Education,Household appliances,1,2,21000.0,Another,0,1,0
7,29000.0,11.0,26.0,male,Higher Education,Fitness,0,2,51000.0,Unmarried,0,1,0
12,19500.0,10.0,22.0,female,Higher Education,Household appliances,0,2,31000.0,Another,3,0,0
9,14000.0,12.0,49.0,male,Secondary Education,Fitness,0,2,11000.0,Another,2,1,0
11,15500.0,12.0,41.0,female,Higher Education,Cell phones,1,0,46000.0,Another,4,0,0
9,16500.0,6.0,38.0,female,Secondary Special Education,Household appliances,0,2,19000.0,Another,1,1,0
6,5500.0,3.0,30.0,female,Higher Education,Household appliances,1,2,26000.0,Another,3,0,0
3,24000.0,12.0,27.0,female,Higher Education,Cell phones,0,2,27000.0,Another,3,0,0
1,20000.0,10.0,25.0,female,Higher Education,Household appliances,0,0,33000.0,Married,2,1,0
3,27500.0,12.0,27.0,female,Higher Education,Cell phones,0,2,20000.0,Married,0,1,0
10,22000.0,6.0,33.0,female,Higher Education,Computers,1,0,63500.0,Another,1,1,0
10,65500.0,6.0,51.0,male,Higher Education,Clothing,1,0,26000.0,Another,1,0,0
12,35000.0,30.0,43.0,female,Secondary Special Education,Furniture,1,2,52000.0,Another,3,1,1
9,7500.0,6.0,49.0,male,Secondary Special Education,Windows & Doors,0,2,16000.0,Another,0,1,0
3,22500.0,24.0,38.0,male,Higher Education,Furniture,0,2,20000.0,Another,0,1,0
12,29000.0,12.0,31.0,male,Higher Education,Furniture,0,2,26000.0,Another,2,1,0
2,11000.0,6.0,29.0,female,Secondary Special Education,Computers,0,2,24000.0,Another,1,1,0
4,22000.0,12.0,48.0,female,Secondary Special Education,Cell phones,1,1,46000.0,Unmarried,3,0,0
6,41000.0,12.0,25.0,male,Secondary Special Education,Clothing,1,2,31000.0,Another,1,0,0
2,65500.0,18.0,35.0,female,Secondary Special Education,Furniture,1,2,31000.0,Another,3,0,0
10,39000.0,18.0,32.0,male,Higher Education,Household appliances,1,2,36000.0,Another,0,1,0
3,7000.0,6.0,33.0,female,Secondary Education,Cell phones,0,0,46000.0,Another,2,1,0
12,7500.0,10.0,36.0,male,Secondary Education,Cell phones,1,2,19000.0,Another,1,1,0
8,30000.0,7.0,59.0,male,Higher Education,Clothing,0,2,24000.0,Another,2,1,0
9,13000.0,6.0,39.0,male,Secondary Special Education,Household appliances,1,2,41000.0,Another,3,0,0
12,30000.0,18.0,39.0,male,Higher Education,Jewelry,1,2,21000.0,Another,1,0,0
5,27500.0,36.0,39.0,male,Secondary Special Education,Household appliances,0,2,31000.0,Another,3,1,0
1,13000.0,6.0,20.0,male,Higher Education,Household appliances,0,2,19000.0,Married,1,1,0
7,12000.0,6.0,31.0,male,Secondary Special Education,Household appliances,1,2,31000.0,Another,3,0,0
9,21000.0,12.0,54.0,female,Higher Education,Household appliances,0,2,26000.0,Another,3,0,0
9,6000.0,6.0,33.0,male,Secondary Special Education,Household appliances,1,2,19000.0,Another,0,0,0
6,22500.0,12.0,20.0,female,Secondary Special Education,Computers,0,2,21000.0,Another,0,1,0
4,16000.0,10.0,32.0,male,Secondary Special Education,Cell phones,0,2,26000.0,Another,0,0,0
9,56500.0,12.0,49.0,female,Incomplete Higher Education,Furniture,0,2,34000.0,Another,1,0,0
3,25000.0,10.0,23.0,female,Secondary Special Education,Household appliances,1,2,46000.0,Married,1,0,0
12,20000.0,6.0,34.0,male,Secondary Special Education,Household appliances,1,2,26000.0,Another,0,1,0
11,45000.0,9.0,25.0,male,Higher Education,Household appliances,0,2,31000.0,Another,1,1,0
6,6500.0,6.0,23.0,female,Secondary Special Education,Cell phones,0,2,28000.0,Married,1,1,0
8,9000.0,6.0,48.0,female,Secondary Special Education,Household appliances,1,2,31000.0,Married,0,0,0
2,12500.0,6.0,53.0,male,Secondary Education,Household appliances,1,2,13000.0,Another,3,1,0
2,8500.0,6.0,53.0,female,Secondary Special Education,Cell phones,0,2,36000.0,Married,2,0,0
8,18500.0,6.0,45.0,female,Secondary Education,Cell phones,0,2,16000.0,Married,1,0,1
5,32000.0,12.0,29.0,female,Secondary Education,Cell phones,0,2,25000.0,Married,2,1,1
3,28000.0,12.0,27.0,female,Secondary Special Education,Cell phones,1,2,27000.0,Another,1,1,1
5,31000.0,10.0,30.0,female,Higher Education,Cell phones,0,0,33000.0,Unmarried,1,1,0
8,30000.0,18.0,19.0,male,Secondary Education,Cell phones,0,2,25000.0,Another,1,1,1
12,30500.0,4.0,33.0,female,Secondary Special Education,Household appliances,0,2,63500.0,Another,1,0,0
1,15000.0,6.0,24.0,male,Incomplete Higher Education,Cell phones,1,2,36000.0,Another,2,0,0
4,38500.0,11.0,22.0,male,Incomplete Higher Education,Fitness,0,0,31000.0,Another,1,0,0
3,34000.0,12.0,19.0,female,Secondary Education,Household appliances,0,2,16000.0,Married,0,1,1
3,5000.0,12.0,38.0,female,Secondary Special Education,Cell phones,1,2,31000.0,Another,2,0,0
8,65500.0,24.0,42.0,female,Secondary Special Education,Household appliances,0,0,63500.0,Unmarried,2,1,1
